Nacional;Comunidades y Ciudades Autonomas;Causas (lista reducida);Sexo;Edad;Total
Total Nacional;Pais Vasco; Suicidio y lesiones autoinfligidas;Mujeres;De 90 a 94 años;0
Total Nacional;Pais Vasco; Suicidio y lesiones autoinfligidas;Mujeres;De 95 años y mas;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;Todas las edades;17
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;Menores de 1 año;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 1 a 14 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 15 a 29 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 30 a 39 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 40 a 44 años;2
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 45 a 49 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 50 a 54 años;2
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 55 a 59 años;2
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 60 a 64 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 65 a 69 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 70 a 74 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 75 a 79 años;2
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 80 a 84 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 85 a 89 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 90 a 94 años;3
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Ambos sexos;De 95 años y mas;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;Todas las edades;14
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;Menores de 1 año;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 1 a 14 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 15 a 29 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 30 a 39 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 40 a 44 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 45 a 49 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 50 a 54 años;2
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 55 a 59 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 60 a 64 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 65 a 69 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 70 a 74 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 75 a 79 años;2
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 80 a 84 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 85 a 89 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 90 a 94 años;2
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Hombres;De 95 años y mas;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;Todas las edades;3
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;Menores de 1 año;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 1 a 14 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 15 a 29 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 30 a 39 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 40 a 44 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 45 a 49 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 50 a 54 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 55 a 59 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 60 a 64 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 65 a 69 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 70 a 74 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 75 a 79 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 80 a 84 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 85 a 89 años;0
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 90 a 94 años;1
Total Nacional;Rioja, La; Suicidio y lesiones autoinfligidas;Mujeres;De 95 años y mas;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;Todas las edades;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;Menores de 1 año;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 1 a 14 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 15 a 29 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 30 a 39 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 40 a 44 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 45 a 49 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 50 a 54 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 55 a 59 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 60 a 64 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 65 a 69 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 70 a 74 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 75 a 79 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 80 a 84 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 85 a 89 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 90 a 94 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Ambos sexos;De 95 años y mas;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;Todas las edades;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;Menores de 1 año;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 1 a 14 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 15 a 29 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 30 a 39 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 40 a 44 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 45 a 49 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 50 a 54 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 55 a 59 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 60 a 64 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 65 a 69 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 70 a 74 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 75 a 79 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 80 a 84 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 85 a 89 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 90 a 94 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Hombres;De 95 años y mas;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;Todas las edades;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;Menores de 1 año;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 1 a 14 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 15 a 29 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 30 a 39 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 40 a 44 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 45 a 49 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 50 a 54 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 55 a 59 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 60 a 64 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 65 a 69 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 70 a 74 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 75 a 79 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 80 a 84 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 85 a 89 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 90 a 94 años;0
Total Nacional;Ceuta; Suicidio y lesiones autoinfligidas;Mujeres;De 95 años y mas;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;Todas las edades;1
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;Menores de 1 año;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 1 a 14 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 15 a 29 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 30 a 39 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 40 a 44 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 45 a 49 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 50 a 54 años;1
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 55 a 59 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 60 a 64 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 65 a 69 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 70 a 74 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 75 a 79 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 80 a 84 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 85 a 89 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 90 a 94 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Ambos sexos;De 95 años y mas;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;Todas las edades;1
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;Menores de 1 año;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 1 a 14 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 15 a 29 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 30 a 39 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 40 a 44 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 45 a 49 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 50 a 54 años;1
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 55 a 59 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 60 a 64 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 65 a 69 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 70 a 74 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 75 a 79 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 80 a 84 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 85 a 89 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 90 a 94 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Hombres;De 95 años y mas;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;Todas las edades;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;Menores de 1 año;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 1 a 14 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 15 a 29 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 30 a 39 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 40 a 44 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 45 a 49 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 50 a 54 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 55 a 59 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 60 a 64 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 65 a 69 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 70 a 74 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 75 a 79 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 80 a 84 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 85 a 89 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 90 a 94 años;0
Total Nacional;Melilla; Suicidio y lesiones autoinfligidas;Mujeres;De 95 años y mas;0
